0
Back Back 0.05 2 2 ..\..\Binary\Resources\Sprite\Map\Back\Back.png 465.272 -451.324
2
175
Tile
Tile_00 32 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_00.png
Tile_02 2,080 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,144 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,208 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,272 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,336 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,400 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,464 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,528 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_02 2,592 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_02.png
Tile_03 2,656 608 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_03.png
Tile_07 2,656 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_07.png
Tile_06 2,592 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,464 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,528 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,400 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,272 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,336 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,208 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,144 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,080 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,016 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,952 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,888 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,824 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,760 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,696 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,632 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,568 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,504 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,440 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,376 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,312 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,248 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,184 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,120 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 992 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,056 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 928 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 864 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 800 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 736 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 672 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 608 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 544 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 480 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 416 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 352 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 288 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 224 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 160 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 96 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_04 32 672 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 32 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_04 32 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_04.png
Tile_05 96 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 96 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 160 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 224 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 288 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 352 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 416 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 480 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 544 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 544 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 608 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 608 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 672 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 672 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 736 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 736 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 864 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 800 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 800 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 864 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 928 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 928 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 992 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 992 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,120 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,056 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,056 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,120 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,184 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,248 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,248 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,184 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,312 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,376 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,440 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,504 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,568 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,568 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,504 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,440 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,376 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,312 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,696 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,632 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,632 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,696 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,760 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,760 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,824 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,824 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,888 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,888 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,952 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 1,952 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,016 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,016 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,080 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,080 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,144 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,144 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,208 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,208 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,272 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,272 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,336 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,336 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,400 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,400 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,464 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,464 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,528 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,528 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,592 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_05 2,592 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_05.png
Tile_07 2,656 736 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_07.png
Tile_07 2,656 800 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_07.png
Tile_12 608 352 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_12.png
Tile_13 672 352 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_13.png
Tile_13 736 352 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_13.png
Tile_13 800 352 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_13.png
Tile_13 864 352 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_13.png
Tile_13 928 352 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_13.png
Tile_15 992 352 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_15.png
1
Portal Portal_0 1 2 2 ..\..\Binary\Resources\Sprite\Map\Portal\Portal_0.png 1,942.15 357.354
3
5
Collision
0 -300 1 2 663
0 2,626 2,752 3 689
0 18 2,669 591 689
2 1,970 2,152 340 592
1 585 1,011 326 346
